id,bottle_id,event_type,quantity_change,purchase_price,purchase_source,notes,event_date,user_id
d87f8613-9bc8-45f1-9ef1-6a418c33d964,97266479-7c89-4b69-8f96-56fe33d9fc98,added,1,,,,2025-12-27 03:27:09.286393+00,ee9192f0-8e96-4ec0-bd4a-c9ce842868c0
dcda3c8b-a2ea-46aa-9d77-0eba752d09e4,a7186cc2-2ddc-45b9-80af-210949cdd587,added,1,,,,2025-12-27 03:09:49.465549+00,ee9192f0-8e96-4ec0-bd4a-c9ce842868c0
ddb17c34-8d05-461f-bd05-42bda332d113,eaadd9e8-2d44-460f-84ef-436a1bce1fb7,added,1,,,,2025-12-27 03:17:35.224003+00,ee9192f0-8e96-4ec0-bd4a-c9ce842868c0
dfb66b62-6b8d-499a-8fa8-c3f20414a65b,3743532a-9adf-401d-a241-656630a20101,added,1,,,,2025-12-27 03:07:48.683086+00,ee9192f0-8e96-4ec0-bd4a-c9ce842868c0
e0a19ffd-04ba-4cce-94e2-b1fbbb9760d5,fda36d34-857d-4324-8964-aaf0f50341b9,added,1,,,,2026-01-01 02:24:33.086098+00,ee9192f0-8e96-4ec0-bd4a-c9ce842868c0
edb8152d-35f4-4636-8889-ce72215dbe7c,6987d707-2937-438c-9c77-cbffe7550c7b,added,1,,,,2025-12-27 03:26:04.136418+00,ee9192f0-8e96-4ec0-bd4a-c9ce842868c0
f18006f1-4a80-4be6-9db7-e51a8ae46092,29b2badd-0a73-40dc-a1ca-2696ff2efd1d,added,1,,,,2025-12-27 03:18:42.707757+00,ee9192f0-8e96-4ec0-bd4a-c9ce842868c0
f29a263b-f022-4158-8e35-9f415ce49c9f,bd6e11cb-dd34-4e7e-acdf-b8e818f934af,finished,-1,,,,2025-12-27 00:31:57.510291+00,ee9192f0-8e96-4ec0-bd4a-c9ce842868c0
f2bf90e0-3021-42b4-8444-04121a24f478,e2470221-d106-4d45-b4d5-21a5feb46b56,added,1,,,,2025-12-27 03:54:40.734402+00,ee9192f0-8e96-4ec0-bd4a-c9ce842868c0
f2c09314-67fd-43fb-b51d-4737a1db9c38,0a57de63-02c6-4f03-b2d8-e4fa64a45508,added,1,,,,2025-12-27 03:57:58.568397+00,ee9192f0-8e96-4ec0-bd4a-c9ce842868c0
f42a227f-76ef-47c0-9dc3-66b66776f0d3,bd6e11cb-dd34-4e7e-acdf-b8e818f934af,finished,-1,,,,2025-12-27 04:01:25.823939+00,ee9192f0-8e96-4ec0-bd4a-c9ce842868c0
ff2853fc-df78-45b8-bef3-ab36d9517971,60f54ddd-55ab-4229-8515-c4a30f8a41b9,added,1,,,,2025-12-27 03:33:08.002042+00,ee9192f0-8e96-4ec0-bd4a-c9ce842868c0
